isAvaliable,make,manufactureYear,seatNum,seriesNum,model,location,updateTime,maintanceExpreiedDate
False,ford,2012,1,1ftfw1et2cfc83729,door,pennsylvania,5/10/2016,5/15/2019
True,ford,2018,5,2fmpk4k99jbb06857,edge,illinois,6/28/2015,1/27/2019
True,ford,2017,5,1ft7w2b62hed00227,door,texas,4/15/2019,12/11/2020
True,ford,2019,3,1ftmf1c58kkd07954,f-150,south carolina,6/2/2012,3/21/2022
False,ford,2017,1,1fbax2cm1hka52638,van,illinois,6/15/2020,3/21/2023
True,ford,2012,1,1ftfw1et5cfb83382,door,texas,7/13/2015,11/9/2023
True,ford,2019,3,1ftyr1ym8kka42378,transit,south carolina,11/3/2013,5/11/2014
True,ford,2016,5,1fm5k7bh1ggc33135,explorer,texas,9/23/2011,7/14/2014
True,ford,2018,4,1ftex1ep0jkd02147,f-150,indiana,10/13/2015,8/22/2024
True,ford,2019,5,1ftyr1zm0kka42485,transit,south carolina,11/15/2013,4/26/2023
True,ford,2018,1,1ftew1eg4jfb55634,f-150,indiana,12/15/2010,8/14/2015
True,ford,2019,4,1ft7w2bt4ked42668,srw,minnesota,8/27/2014,3/3/2023
True,ford,2019,4,2fmhk6c88kba16090,flex,illinois,8/7/2012,1/14/2025
True,ford,2019,2,1ftyr1zm2kka54847,transit,south carolina,11/9/2015,7/27/2021
True,ford,2019,1,1fter4fh7klb13025,ranger,wisconsin,9/13/2010,3/2/2012
True,ford,2019,5,3fa6p0ru1kr120930,fusion,south carolina,4/6/2017,2/28/2021
True,ford,2019,5,2fmhk6dt4kba19698,flex,wisconsin,9/22/2014,1/11/2022
True,ford,2019,1,1ftyr1ym4kka50820,transit,south carolina,9/20/2010,11/7/2020
True,ford,2018,5,1fahp2d80jg104075,taurus,missouri,3/15/2011,9/9/2021
True,ford,2019,1,1ftyr1ym3kka51084,transit,south carolina,10/30/2010,7/2/2022
True,ford,2018,2,1ftex1cp1jkf40656,f-150,illinois,5/20/2017,7/8/2024
True,ford,2019,2,1ft8w3bt7kee15090,srw,nevada,8/16/2019,6/4/2022
True,ford,2018,4,1fahp2j88jg135238,taurus,wisconsin,4/9/2010,4/7/2020
True,ford,2018,1,1ftfw1e53jfd63829,f-150,illinois,9/18/2010,6/2/2013
True,ford,2018,5,1fmcu0hdxjuc12967,escape,wisconsin,6/14/2015,4/19/2017
True,ford,2018,1,1fm5k7dh1jgb86970,explorer,illinois,5/13/2017,4/21/2018
True,ford,2018,2,1ftyr2xm7jkb19070,transit,california,10/11/2013,9/14/2023
True,ford,2018,3,1fa6p8th3j5135439,mustang,illinois,2/11/2010,9/29/2015
True,ford,2019,1,1fa6p8k02k5503784,mustang,florida,5/3/2015,2/22/2019
True,ford,2018,5,1ftyr2xm4jka56820,transit,california,6/5/2018,10/28/2022
True,ford,2018,5,1fa6p8cf9j5131958,mustang,illinois,7/11/2019,9/17/2024
True,ford,2019,3,2fmhk6d87kba29234,flex,florida,3/25/2013,12/13/2018
True,ford,2018,1,1ftyr3xm6jkb03481,transit,california,7/1/2017,9/17/2017
True,ford,2018,3,1ftfw1e51jfa37950,f-150,illinois,12/19/2014,3/7/2023
True,ford,2014,1,1ftmf1ctxefa36472,door,illinois,3/8/2020,3/29/2021
True,ford,2017,3,1fmcu9jd6huc93491,escape,wisconsin,6/2/2017,7/11/2022
True,ford,2019,5,1ftmf1c50kkd60101,f-150,michigan,2/16/2011,6/11/2022
True,ford,2017,3,1fm5k8ht2hgd13448,explorer,wisconsin,1/5/2010,7/28/2018
True,ford,2019,5,1ftyr1zm1kka42642,transit,michigan,6/15/2016,2/11/2023
True,ford,2017,2,2fmpk4ap7hbc41894,edge,wisconsin,8/12/2011,7/3/2018
True,ford,2019,3,1ftyr1zm8kka55050,transit,michigan,6/4/2010,1/1/2020
True,ford,2017,1,1ftew1eg0hfa43326,door,wisconsin,6/23/2011,3/14/2021
True,ford,2019,3,1ftyr1zm3kka71267,transit,michigan,5/22/2010,6/21/2017
True,ford,2017,4,2fmpk4j9xhbb41421,edge,wisconsin,4/2/2017,5/9/2023
True,ford,2019,2,1ftmf1c58kkd60105,f-150,michigan,5/10/2019,7/10/2021
True,ford,2017,2,1fmcu0gd5huc74384,door,wisconsin,11/27/2019,10/1/2020
True,ford,2019,3,1ftyr1ym9kka55673,transit,michigan,7/23/2016,1/8/2023
True,ford,2019,4,1ftmf1c53kkd60111,f-150,michigan,7/11/2019,7/28/2024
True,ford,2017,5,1ftew1eg2hfb38793,door,wisconsin,7/6/2018,1/18/2022
True,ford,2019,3,1ftmf1c5xkkd39112,f-150,michigan,10/8/2013,4/30/2024
True,ford,2019,1,1ftyr1zm1kka55052,transit,michigan,1/23/2010,7/24/2015
True,ford,2019,1,1ftmf1c51kkd08329,f-150,michigan,10/27/2014,3/28/2023
True,ford,2017,4,1ftew1ep8hfb07225,door,wisconsin,12/14/2010,4/20/2023
True,ford,2019,3,1ftyr1zm1kka56203,transit,michigan,11/9/2015,3/5/2017
True,ford,2017,1,1ftew1ef5hkd84963,door,wisconsin,11/5/2011,1/22/2019
True,ford,2019,2,1ftyr1ym0kka55674,transit,michigan,10/25/2015,1/27/2018
True,ford,2017,5,1ftfw1rg4hfc12326,f-150,wisconsin,10/19/2019,8/11/2021
True,ford,2019,3,1ftyr1ym7kka55672,transit,michigan,6/2/2020,1/15/2022
True,ford,2017,1,1ftyr2cv1hka17899,transit,wisconsin,3/22/2010,5/20/2017
True,ford,2017,4,1fa6p8jz8h5523692,mustang,illinois,1/10/2017,9/5/2018
True,ford,2017,3,1ftyr2cv3hkb52320,transit,wisconsin,9/27/2020,11/3/2021
True,ford,2017,5,2fmhk6c8xhba10655,flex,illinois,2/15/2014,5/29/2021
False,ford,2012,2,1ftfw1ef2ckd08095,door,minnesota,10/16/2013,12/25/2014
True,ford,2016,1,2fmpk4k80gbc01288,edge,wisconsin,2/23/2020,11/26/2023
True,ford,2016,4,2fmpk4k82gbc46880,edge,wisconsin,9/25/2014,3/1/2025
True,ford,2019,2,2fmpk4k95kbc23479,edge,virginia,7/19/2012,1/29/2020
True,ford,2016,5,1ftew1eg5gfc13646,door,wisconsin,2/22/2011,10/13/2024
True,ford,2019,5,2fmpk4k90kbc02488,edge,virginia,11/28/2014,6/21/2016
True,ford,2016,2,1ftew1eg9gkd71799,door,wisconsin,1/6/2018,11/9/2023
True,ford,2019,4,2fmpk4k91kbc22474,edge,virginia,1/5/2018,7/16/2018
True,ford,2019,2,2fmpk4k92kbc02945,edge,virginia,2/5/2011,8/16/2016
True,ford,2016,5,1ftew1ef9gfb09068,door,wisconsin,6/13/2018,1/15/2023
True,ford,2019,5,1ftew1e54kfb20317,f-150,tennessee,10/5/2017,7/14/2023
True,ford,2016,3,1ftfw1ef5gfc20298,door,illinois,2/8/2015,1/22/2020
True,ford,2016,4,1ftfw1eg5gkf22898,door,wisconsin,7/28/2012,5/27/2017
True,ford,2019,2,1fatp8uh6k5153386,mustang,virginia,7/15/2012,3/22/2023
True,ford,2016,5,2fmpk4j99gbc10713,edge,wisconsin,12/16/2011,9/1/2017
True,ford,2019,1,1fatp8uh3k5162367,mustang,virginia,8/12/2013,10/22/2019
False,ford,2016,4,1fadp3f29gl296335,door,new jersey,3/30/2017,5/6/2021
True,ford,2015,3,1fdwe4fl3fda32622,cutaway,wisconsin,10/24/2010,1/18/2012
True,ford,2015,3,1fdwe4fl2fda28433,cutaway,wisconsin,4/27/2012,6/21/2021
True,ford,2015,5,1fdwe4fl1fda28424,cutaway,wisconsin,2/24/2020,5/14/2024
True,ford,2015,2,1fdwe4fl3fda32619,cutaway,wisconsin,5/22/2011,8/7/2023
True,ford,2015,3,1fm5k8gt1fgb88036,door,wisconsin,12/29/2010,1/28/2011
True,ford,2015,1,1fm5k8f89fga62388,door,wisconsin,8/3/2010,9/20/2010
True,ford,2015,1,1fdwe4fl5fda28412,cutaway,wisconsin,4/5/2018,1/7/2019
True,ford,2014,1,1ftfx1ef9efc44937,door,wisconsin,7/7/2018,11/1/2024
True,ford,2014,2,1ftfw1et3efb08800,door,illinois,3/23/2013,3/1/2025
True,ford,2019,3,1ftew1eg0kfa74454,f-150,kentucky,5/5/2018,6/1/2025
False,ford,2013,5,1fmcu9gx0duc48476,door,wisconsin,2/10/2018,4/12/2023
True,ford,2019,1,1ftew1e41kkc07168,f-150,kentucky,11/22/2012,5/28/2015
True,ford,2013,5,1zvbp8jz3d5271544,door,illinois,5/3/2016,7/28/2021
True,ford,2019,5,1fmjk2at0kea08300,max,kentucky,1/28/2019,7/9/2020
True,ford,2017,5,1ft8w3b63hec69791,srw,minnesota,12/16/2013,7/4/2021
True,ford,2019,4,1ftyr1zm2kka42617,transit,illinois,5/4/2019,10/30/2020
True,ford,2019,2,1ft7w2bt7ked44785,srw,illinois,7/28/2018,6/15/2019
True,ford,2019,2,1ft7w2bt2ked42670,srw,illinois,6/25/2010,12/27/2018
True,ford,2019,2,1ft8w3dt3kee48276,drw,illinois,1/15/2015,10/17/2018
True,ford,2019,3,1ft7w2bt6kee88988,srw,kentucky,7/30/2019,4/5/2020
True,ford,2019,3,1ft7w2b64kec00217,srw,wisconsin,2/11/2012,12/5/2014
True,ford,2019,2,1ft7w2bt6kee59894,srw,kentucky,7/21/2010,10/13/2013
True,ford,2019,5,1ft8w4dt6ked32656,drw,illinois,7/15/2015,1/18/2019
True,ford,2019,5,1ft7w2bt6ked11132,srw,kentucky,4/24/2015,11/24/2017
True,ford,2018,5,1ft7w2btxjeb54932,srw,illinois,7/22/2013,8/11/2017
True,ford,2018,1,1ft7w2bt3jec31754,srw,illinois,12/14/2015,5/6/2025
True,ford,2014,1,1ftfw1ef6efa39398,door,wisconsin,7/30/2010,12/16/2014
False,ford,2014,4,3fa6p0pu0er246171,energi,wisconsin,6/21/2013,12/18/2024
False,ford,2012,5,1fmhk8d89cga65125,door,wisconsin,12/24/2011,12/19/2015
True,ford,2013,1,1ftfw1et9dke64965,door,wisconsin,1/6/2010,12/9/2012
True,ford,2019,3,3fa6p0ru2kr260565,fusion,mississippi,3/23/2018,7/18/2023
True,ford,2019,3,3fa6p0cd1kr118278,fusion,alabama,9/10/2020,7/24/2021
True,ford,2019,2,1ftew1c4xkfc10243,f-150,mississippi,8/15/2014,10/15/2020
True,ford,2012,2,1fduf5gt0ceb55163,cab,wisconsin,5/9/2015,5/7/2018
True,ford,2019,5,1fatp8ff1k5110151,mustang,mississippi,5/16/2013,4/11/2015
True,ford,2018,4,1ftew1e56jfa97539,f-150,new jersey,8/20/2011,3/13/2024
True,ford,2019,2,1fatp8ff5k5106670,mustang,mississippi,12/31/2014,8/31/2015
True,ford,2019,5,1ftew1c46kkc52450,f-150,california,11/1/2014,1/1/2024
True,ford,2019,3,1fatp8ff0k5119522,mustang,mississippi,6/28/2017,2/7/2023
True,ford,2019,4,1fter4eh5kla17864,ranger,california,4/27/2016,10/3/2019
True,ford,2019,3,2fmpk3k90kbb54470,edge,california,3/14/2014,6/17/2015
True,ford,2019,1,1fmju1kt7kea38431,expedition,california,2/16/2015,1/28/2016
True,ford,2019,5,1ftew1c59kkc39782,f-150,california,9/18/2015,8/29/2017
True,ford,2019,2,2fmpk3k91kbb62934,edge,california,1/3/2016,11/2/2018
True,ford,2019,5,1ftew1e51kkc05297,f-150,california,9/17/2018,5/12/2020
True,ford,2019,1,1ftew1c54kkc38135,f-150,california,6/27/2010,12/24/2011
True,ford,2019,5,1ftew1e4xkfb37968,f-150,california,8/29/2014,7/29/2017
False,ford,2018,4,3fadp4ej1jm128239,fiesta,arizona,5/5/2016,1/6/2020
True,ford,2019,2,3fa6p0hdxkr114772,fusion,california,9/28/2018,3/12/2021
True,ford,2019,1,1ftew1cp5kkc11026,f-150,texas,9/14/2015,4/5/2021
True,ford,2019,2,1fmju2at7kea02696,expedition,california,1/30/2019,12/18/2020
True,ford,2017,3,1ft8w3dt8hed50014,door,texas,8/30/2020,9/14/2023
True,ford,2019,1,1ftew1e49kkc40340,f-150,california,4/4/2014,4/21/2024
True,ford,2015,3,1ft8w3bt4fec75439,door,new jersey,12/9/2018,7/14/2021
True,ford,2018,2,1fmjk1jt1jea23803,max,wisconsin,3/5/2019,10/24/2023
True,ford,2018,5,1fbzx2zm6jka97476,wagon,wisconsin,11/21/2014,8/30/2025
True,ford,2019,5,1ft8w3dt6kef15629,drw,alabama,12/4/2013,12/26/2017
True,ford,2019,4,1ft7w2btxkee45528,srw,alabama,9/11/2012,11/13/2025
True,ford,2018,3,1fa6p8th0j5176725,mustang,california,7/19/2013,3/25/2020
True,ford,2018,1,1fa6p8th1j5133883,mustang,california,12/18/2012,11/21/2014
True,ford,2018,4,2fmgk5d88jba13550,flex,california,1/26/2015,6/9/2023
True,ford,2018,3,1ftew1cp2jkd08540,f-150,california,9/27/2016,9/5/2023
True,ford,2018,5,1fm5k8d89jgb59845,explorer,california,7/18/2016,6/27/2017
True,ford,2018,1,1ftbw3xgxjkb24777,transit,california,2/25/2020,1/18/2024
True,ford,2018,5,1fatp8uh2j5109805,mustang,california,1/23/2019,11/25/2021
True,ford,2018,3,2fmgk5d81jba01059,flex,california,7/29/2014,12/3/2014
True,ford,2018,1,1fmcu0gd7jud41377,escape,florida,4/3/2013,2/4/2023
True,ford,2018,2,1ft7w2bt8jec80853,srw,california,8/15/2015,6/12/2025
False,ford,2018,4,3fadp4ej7jm111509,fiesta,florida,8/8/2017,8/13/2025
True,ford,2020,1,1ftew1e57lfa24246,f-150,pennsylvania,3/8/2020,1/11/2023
True,ford,2020,1,3fa6p0d98lr194138,fusion,pennsylvania,5/17/2017,3/30/2019
True,ford,2017,3,1ftew1ep0hfb00592,door,california,7/4/2010,10/15/2010
True,ford,2017,5,1ftew1ep9hfc23372,door,california,1/1/2011,11/17/2024
True,ford,2017,1,3fa6p0k9xhr201097,door,california,5/16/2017,2/4/2018
True,ford,2017,5,2fmgk5c83hba04539,flex,california,11/23/2018,10/27/2024
False,ford,2012,5,1ftfw1cf5cfa60758,door,texas,11/6/2016,2/3/2020
True,ford,2017,5,1fm5k7d84hgd56068,explorer,california,11/5/2016,12/27/2017
False,ford,2013,5,3fa6p0h70dr346858,door,oklahoma,3/8/2017,11/11/2022
True,ford,2020,1,3fa6p0k98lr118096,fusion,pennsylvania,7/7/2012,12/10/2013
True,ford,2018,5,3fa6p0h76jr175058,fusion,illinois,11/5/2018,5/18/2025
True,ford,2017,4,1ft7w2bt3hec44885,door,california,4/29/2019,3/1/2021
False,ford,2016,2,3fa6p0h7xgr182944,door,oklahoma,12/12/2011,4/24/2021
True,ford,2020,2,1ftbr1c86lka43630,van,pennsylvania,7/19/2014,3/7/2019
True,ford,2019,4,1ft7w2btxkee87763,srw,florida,2/2/2016,11/15/2019
True,ford,2017,1,1ftfw1rg4hfa86887,f-150,california,8/16/2015,12/12/2019
False,ford,2016,5,1fa6p0hd4g5100361,door,oklahoma,1/12/2014,4/22/2023
True,ford,2019,2,1ft7w2bt9kef54157,srw,florida,9/3/2019,2/13/2022
True,ford,2017,3,1fmcu0gd4huc28156,door,california,1/26/2013,10/9/2014
True,ford,2013,3,1ft7w2bt9deb86453,door,texas,1/26/2018,9/25/2018
True,ford,2017,1,1fmcu0gd1hua50769,door,california,7/11/2011,6/26/2016
True,ford,2017,1,1ftew1cp1hfa12279,f-150,california,9/25/2016,9/28/2019
True,ford,2019,3,3fa6p0cdxkr116450,fusion,north carolina,7/12/2016,8/25/2025
True,ford,2017,4,1fm5k7dh4hga93774,explorer,california,10/21/2014,3/27/2020
True,ford,2017,3,1fmjk1kt6hea45630,el,florida,1/22/2016,1/26/2019
True,ford,2017,4,1fmcu0gd4huc28111,door,california,3/17/2018,2/4/2020
True,ford,2017,2,1fmjk1ktxhea45632,el,florida,10/22/2011,12/24/2018
True,ford,2016,3,1ft7w2bt1ged12535,door,california,1/4/2017,3/27/2018
False,ford,2015,5,1fa6p0h72f5106961,door,missouri,5/13/2018,11/18/2020
True,ford,2016,2,1ftew1cg4gke05649,door,california,9/8/2012,2/9/2022
True,ford,2019,5,1fmju2at2kea46511,expedition,pennsylvania,11/13/2011,10/20/2015
True,ford,2019,2,1fmju2at0kea25415,expedition,pennsylvania,9/17/2020,4/16/2022
False,ford,2012,4,nm0ls7bn3ct082251,van,missouri,7/21/2018,1/5/2024
True,ford,2015,2,1ftew1cp9fkd25357,door,california,4/13/2012,6/20/2012
True,ford,2019,3,2fmpk4k98kbc02352,edge,pennsylvania,6/14/2019,7/3/2023
False,ford,2015,1,1fdrf3g6xfec28306,door,south carolina,8/18/2019,1/1/2023
True,ford,2019,3,1fmju2at5kea33705,expedition,pennsylvania,8/23/2010,9/30/2014
False,ford,2018,2,3fadp4ej7jm133008,fiesta,minnesota,9/25/2015,1/6/2017
True,ford,2019,3,1fmju2at2kea52910,expedition,pennsylvania,12/26/2016,2/16/2018
True,ford,2019,5,1fmjk2at0kea52913,max,pennsylvania,12/26/2011,2/2/2016
True,ford,2019,3,1fmju2atxkea46594,expedition,pennsylvania,7/1/2019,4/20/2025
True,ford,2019,1,1fbax2cm9kka31236,wagon,pennsylvania,7/31/2019,4/17/2024
True,ford,2014,4,1zvbp8cf8e5321701,door,california,2/28/2011,9/18/2013
True,ford,2019,3,1fmcu0gdxkub10166,escape,pennsylvania,8/4/2018,2/7/2024
True,ford,2019,1,1fbzx2ym9kka49036,wagon,pennsylvania,5/29/2014,5/2/2022
True,ford,2019,4,1fmjk2at7kea45361,max,pennsylvania,3/8/2014,5/11/2021
True,ford,2019,4,1fbax2cm3kka31250,wagon,pennsylvania,2/22/2010,5/27/2020
True,ford,2013,5,1fm5k8d8xdgb17544,door,new jersey,10/15/2013,1/27/2014
True,ford,2019,4,1fmjk2at1kea40415,max,pennsylvania,12/22/2010,1/25/2014
True,ford,2019,3,1fbax2cm3kka37047,wagon,pennsylvania,4/21/2015,12/5/2018
True,ford,2018,2,1ftew1eg8jfd74483,f-150,ohio,4/22/2014,12/4/2016
True,ford,2019,4,2fmpk4k97kbb81428,edge,pennsylvania,5/17/2019,4/16/2025
True,ford,2019,4,1fbax2cm1kka31246,wagon,pennsylvania,2/11/2015,7/17/2017
True,ford,2016,2,1fahp2kt0gg121703,taurus,ohio,3/5/2012,4/25/2022
False,ford,2013,4,1fadp3e26dl161150,door,georgia,4/15/2017,12/5/2023
True,ford,2019,2,1fmjk2at8kea45286,max,pennsylvania,6/27/2010,1/29/2012
True,ford,2019,3,1fbax2cm4kka31239,wagon,pennsylvania,10/9/2016,2/10/2018
True,ford,2015,1,1ftne1zmxfka31885,van,new jersey,10/8/2012,12/13/2023
False,ford,2013,3,1fm5k8d80dgc79389,door,michigan,11/5/2017,2/15/2024
True,ford,2019,4,1fmju2at2kea33712,expedition,pennsylvania,7/26/2015,5/8/2016
True,ford,2019,3,1fbax2cm1kka37046,wagon,pennsylvania,9/6/2011,5/13/2017
False,ford,2014,5,1fmcu9gx5eua01844,door,new jersey,2/28/2018,2/23/2019
False,ford,2019,5,1ftyr1zm3kkb00458,door,michigan,2/21/2020,6/25/2025
True,ford,2019,1,1fmju2at7kea46505,expedition,pennsylvania,6/18/2019,2/23/2025
True,ford,2019,5,1fbax2cm0kka37040,wagon,pennsylvania,12/25/2012,10/5/2016
False,ford,2014,4,1fmcu9gx7eue04899,door,new jersey,11/28/2015,4/20/2023
True,ford,2019,3,1fmjk2at1kea46571,max,pennsylvania,3/17/2011,3/27/2011
True,ford,2019,5,1fmjk2at3kea46569,max,pennsylvania,1/8/2017,10/7/2024
True,ford,2019,2,1fmjk2at3kea19064,max,pennsylvania,2/7/2017,10/31/2020
True,ford,2017,5,1ftfw1rg3hfa94897,f-150,louisiana,8/7/2014,2/29/2016
True,ford,2019,3,1fmjk2at5kea39283,max,pennsylvania,1/14/2015,5/17/2022
True,ford,2019,1,1ftew1e45kfc11202,f-150,texas,12/14/2014,7/12/2023
True,ford,2019,2,1fmjk2at1kea46568,max,pennsylvania,1/25/2011,3/12/2020
False,ford,2015,1,1fa6p0h76f5128221,door,louisiana,2/5/2012,8/19/2021
False,ford,2013,5,1fbne3bl5dda27813,bus,new jersey,5/21/2015,4/14/2016
True,ford,2019,4,1fmjk2at1kea45369,max,pennsylvania,9/10/2011,5/18/2017
False,ford,2015,4,1fa6p0h78f5126079,door,louisiana,1/3/2015,4/8/2021
True,ford,2019,3,1fmju1jtxkea33631,expedition,pennsylvania,8/17/2017,6/1/2020
True,ford,2015,5,1ft7w2btxfeb19752,door,louisiana,9/11/2019,12/4/2021
True,ford,2019,2,1fmjk2atxkea46536,max,pennsylvania,9/9/2018,1/9/2021
False,ford,2015,5,1fa6p0h74f5125348,door,louisiana,8/11/2015,10/8/2017
True,ford,2018,5,1fatp8ff8j5181457,mustang,texas,4/4/2020,4/8/2025
True,ford,2019,5,1fmjk1kt8kea43272,max,pennsylvania,4/29/2018,2/24/2020
True,ford,2015,4,1ft7w2bt0fea55852,door,louisiana,5/13/2013,11/7/2019
True,ford,2019,4,1fmju1jt3kea33633,expedition,pennsylvania,6/4/2012,4/30/2025
True,ford,2015,5,1fa6p8cf0f5385064,door,louisiana,11/5/2016,7/26/2025
True,ford,2019,2,1fmjk1jt9kea20200,max,pennsylvania,6/11/2019,11/9/2023
True,ford,2019,2,1fmju1jt2kea46499,expedition,pennsylvania,7/25/2018,8/13/2019
True,ford,2018,2,1ftew1epxjfa22456,f-150,illinois,2/24/2020,5/23/2024
True,ford,2019,5,1fmjk2at7kea40404,max,pennsylvania,5/29/2013,8/12/2013
True,ford,2018,3,1ftew1eg8jfd05390,f-150,illinois,7/25/2016,3/13/2023
True,ford,2019,1,1ftfw1e53kfb70422,f-150,pennsylvania,10/10/2017,10/23/2024
True,ford,2018,2,1ftfw1e5xjke09941,f-150,illinois,3/16/2020,12/10/2021
True,ford,2019,3,1ftew1e57kfc13266,f-150,pennsylvania,2/5/2013,5/1/2016
True,ford,2019,1,1ftmf1c55kkd38708,f-150,oklahoma,12/2/2010,5/25/2017
True,ford,2018,1,1ftew1ep8jfb14732,f-150,illinois,6/12/2019,11/7/2024
True,ford,2019,1,1ftew1e40kfc09714,f-150,pennsylvania,1/25/2018,4/2/2018
True,ford,2019,3,1fmcu0gd5kua05504,escape,missouri,5/3/2010,11/1/2015
True,ford,2019,1,1ftmf1c57kkd08125,f-150,oklahoma,3/13/2012,4/4/2017
True,ford,2019,2,1ftew1epxkfa83324,f-150,pennsylvania,11/3/2019,9/9/2022
True,ford,2019,4,3fa6p0hd8kr114141,fusion,missouri,8/2/2015,10/16/2017
True,ford,2019,5,1ftmf1c51kkd38706,f-150,oklahoma,7/16/2014,6/12/2016
True,ford,2019,2,1ftfw1e43kfb70539,f-150,pennsylvania,12/12/2014,5/7/2023
True,ford,2017,4,3fa6p0vp2hr189117,fusion,missouri,9/1/2020,1/14/2022
True,ford,2019,2,1fmju1jt7kea29391,expedition,oklahoma,12/21/2015,2/13/2017
True,ford,2019,1,1ftfw1e57kfa45438,f-150,pennsylvania,2/16/2012,8/4/2016
False,ford,2013,1,3fa6p0h72dr150212,door,missouri,7/23/2017,9/23/2021
True,ford,2019,3,1fmjk1jt6kea37259,max,oklahoma,5/24/2015,3/22/2019
True,ford,2019,4,1ftew1e40kfa83015,f-150,pennsylvania,8/18/2012,10/20/2017
True,ford,2019,1,1ftmf1c5xkkc79168,f-150,oklahoma,5/31/2011,3/29/2021
True,ford,2019,4,1ftfw1e45kfb85334,f-150,pennsylvania,2/11/2015,8/15/2021
True,ford,2019,4,1ftmf1c5xkkd39210,f-150,oklahoma,4/3/2018,3/31/2024
True,ford,2019,3,1ftew1e45kfa45361,f-150,pennsylvania,6/28/2019,4/26/2020
True,ford,2019,2,1ftmf1c58kkc79170,f-150,oklahoma,12/28/2014,1/21/2016
False,ford,2015,2,1fmcu9gx5fuc13614,door,oregon,9/10/2019,12/18/2019
True,ford,2019,1,1ftfw1e55kfa45440,f-150,pennsylvania,5/18/2013,5/2/2024
True,ford,2019,5,1ftmf1c59kkd08126,f-150,oklahoma,12/19/2011,3/29/2014
False,ford,2014,2,3fa6p0lu4er381093,door,oregon,1/14/2018,3/2/2019
True,ford,2019,1,1ftew1e50kfc34279,f-150,pennsylvania,6/23/2011,8/26/2012
True,ford,2019,1,1ftmf1c53kkc79173,f-150,oklahoma,10/22/2011,11/23/2016
True,ford,2019,5,1ftew1epxkkd77667,f-150,pennsylvania,1/4/2012,9/28/2019
True,ford,2019,2,1ftmf1c55kkd08124,f-150,oklahoma,7/30/2020,1/3/2023
True,ford,2019,3,1ftfw1e55kfc66570,f-150,pennsylvania,6/25/2013,6/20/2020
True,ford,2019,1,1ftyr1zm9kka54926,transit,oklahoma,4/30/2017,2/1/2022
True,ford,2019,4,1ftew1e57kfb37614,f-150,pennsylvania,6/4/2011,10/13/2012
True,ford,2019,4,1ftyr1ym9kka56662,transit,oklahoma,10/22/2017,2/8/2024
True,ford,2018,2,1ftew1cp8jfd42703,f-150,texas,11/24/2015,9/12/2024
True,ford,2019,1,1ftfw1e48kkd08888,f-150,pennsylvania,11/19/2018,2/10/2022
True,ford,2019,3,1ftyr1ym0kka56663,transit,oklahoma,8/9/2018,7/26/2024
True,ford,2018,2,1ftfw1e19jfd95844,f-150,texas,5/6/2017,12/11/2021
True,ford,2019,1,1ftfw1e44kfa45372,f-150,pennsylvania,2/28/2014,5/17/2019
True,ford,2018,5,3fa6p0k95jr156818,fusion,oregon,5/2/2015,10/26/2020
True,ford,2019,3,1ftfw1e59kfa45439,f-150,pennsylvania,11/15/2016,7/3/2020
True,ford,2017,5,1ftfw1eg0hkd21010,f-150,oregon,11/4/2011,6/13/2022
True,ford,2019,4,1ftfw1e52kfb51070,f-150,pennsylvania,12/8/2011,1/5/2022
True,ford,2017,3,1fmcu9gd5huc55340,escape,oregon,9/28/2015,1/21/2018
True,ford,2019,2,1ftew1ep6kfb50971,f-150,pennsylvania,1/11/2017,5/27/2023
True,ford,2017,2,1fm5k8fh3hgb01057,explorer,oregon,7/12/2013,2/8/2020
True,ford,2019,1,1ftfw1e47kfa45446,f-150,pennsylvania,11/25/2019,3/7/2022
False,ford,2016,1,3fa6p0lu9gr318607,door,oregon,9/9/2014,5/6/2025
True,ford,2019,5,1ftfw1e56kfc13215,f-150,pennsylvania,8/5/2014,8/18/2024
False,ford,2016,4,3fa6p0h79gr262879,door,oregon,9/12/2018,3/9/2019
True,ford,2019,3,1ftew1ep5kfb96789,f-150,pennsylvania,1/6/2018,3/15/2021
True,ford,2016,5,1fm5k7d82gga11295,door,oregon,12/25/2012,5/11/2016
True,ford,2019,3,1ftfw1e40kkc25486,f-150,pennsylvania,7/14/2011,8/1/2022
True,ford,2016,3,1ft7x2b61geb56195,door,oregon,2/16/2015,1/14/2019
True,ford,2019,5,1ftfw1e50kfc13209,f-150,pennsylvania,2/6/2013,4/16/2013
True,ford,2016,2,3fa6p0h76gr145938,door,oregon,11/14/2016,2/17/2019
True,ford,2019,5,1ftfw1e48kfa45374,f-150,pennsylvania,3/22/2014,4/30/2022
True,ford,2019,1,1ftew1c42kkd75453,f-150,california,7/15/2017,2/23/2023
False,ford,2016,2,3fa6p0h76gr269546,door,oregon,7/1/2014,4/22/2021
True,ford,2019,3,1ftfw1e44kkc25474,f-150,pennsylvania,4/30/2013,4/10/2025
True,ford,2019,2,1ftew1e50kkc39540,f-150,california,3/17/2019,3/21/2021
True,ford,2016,5,1ftfw1eg9gke06958,door,oregon,11/3/2015,12/9/2019
True,ford,2019,1,1ftew1e50kfb83107,f-150,pennsylvania,7/16/2017,8/24/2024
True,ford,2019,1,1ftew1c55kkc38466,f-150,california,9/2/2012,9/17/2019
True,ford,2016,1,2fmpk4ap5gbb89860,edge,oregon,2/11/2020,3/24/2021
